@relation PokeSet
@attribute Height numeric
@attribute Weight numeric
@attribute Body numeric
@attribute CatchRate numeric
@attribute PerfSpeed numeric
@attribute PerfPower numeric
@attribute PerfSkill numeric
@attribute PerfStamina numeric
@attribute PerfJump numeric
@attribute BaseHp numeric
@attribute BaseAttack numeric
@attribute BaseDefense numeric
@attribute BaseSpAttack numeric
@attribute BaseSpDefense numeric
@attribute BaseSpeed numeric
@attribute Color numeric
@attribute Habitat numeric
@attribute Ability1 numeric
@attribute Ability2 numeric
@attribute Hidden numeric
@attribute class { Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Rock,Ghost,Psychic,Ice,Dragon,Dark,Steel,Flying}
@data 
1.6,52,11,45,4,5,5,2,4,68,125,65,65,115,80,8,?,92,?,?,Psychic
3.7,420,11,3,3,5,5,5,2,110,160,110,80,110,100,8,?,85,?,?,Normal
0.3,1.4,11,3,4,3,5,4,3,100,100,100,100,100,100,6,?,32,?,?,Water
1.5,50.5,11,3,4,4,5,3,5,70,90,90,135,90,125,0,?,4,?,?,Dark
0.4,4,11,3,?,?,?,?,?,100,100,100,100,100,100,4,?,109,?,?,Psychic
1.1,60.5,11,75,?,?,?,?,?,116,55,85,107,95,29,3,?,25,87,?,Psychic
0.7,40.4,11,60,?,?,?,?,?,110,135,60,50,65,88,7,?,75,63,?,Ground
0.6,12.5,11,180,?,?,?,?,?,75,80,55,25,35,35,7,?,28,70,?,Fighting
1.2,40,11,90,?,?,?,?,?,85,105,85,40,50,40,7,?,28,70,?,Fighting
1.5,87,11,45,?,?,?,?,?,105,140,95,55,65,45,1,?,28,70,?,Fighting
1.5,62,11,45,?,?,?,?,?,105,85,75,85,75,74,6,?,98,54,?,Water
1.3,55.5,11,45,?,?,?,?,?,120,100,85,30,85,45,2,?,28,29,?,Fighting
1.4,51,11,45,?,?,?,?,?,75,125,75,30,75,85,6,?,95,29,?,Fighting
1.2,20.5,11,45,?,?,?,?,?,75,103,80,70,70,92,4,?,97,7,?,Bug
0.7,6.6,11,75,?,?,?,?,?,60,67,85,77,75,116,5,?,66,28,?,Grass
0.6,37.5,11,120,?,?,?,?,?,70,90,45,15,45,50,2,?,31,?,?,Fire
0.6,31,11,190,?,?,?,?,?,50,50,62,40,62,65,5,?,93,81,?,Poison
1.9,107.3,11,60,?,?,?,?,?,80,95,82,60,82,75,5,?,93,98,?,Poison
0.4,5.8,11,200,?,?,?,?,?,45,30,50,55,65,45,9,?,26,?,?,Psychic
0.7,18,11,100,?,?,?,?,?,60,45,70,75,85,55,9,?,26,?,?,Psychic
1.5,44,11,50,?,?,?,?,?,70,55,95,95,110,65,9,?,26,?,?,Psychic
0.5,5.9,11,200,?,?,?,?,?,50,75,45,40,45,60,6,?,97,69,?,Bug
1,34.5,11,90,?,?,?,?,?,75,75,75,125,95,40,1,?,101,87,?,Psychic
1,92,11,190,?,?,?,?,?,59,74,50,35,50,35,5,?,42,34,?,Ground
2.8,330,11,90,?,?,?,?,?,89,124,80,55,80,55,5,?,42,34,?,Ground
0.5,10.2,11,120,?,?,?,?,?,45,85,70,40,40,60,2,?,15,29,?,Dark
1.6,70,11,45,?,?,?,?,?,65,125,100,60,70,70,2,?,15,29,?,Dark
0.6,6.5,11,3,?,?,?,?,?,100,128,90,77,77,128,8,?,78,?,?,Normal
1.5,82.5,11,3,?,?,?,?,?,71,120,95,120,95,99,9,?,16,?,?,Bug
1.1,32,12,45,4,3,3,3,5,60,45,50,80,80,70,8,1,11,?,?,Bug
1,29.5,12,45,4,4,4,2,5,65,80,40,45,80,75,4,1,97,?,?,Bug
1.5,12.5,12,75,3,4,3,3,5,70,65,60,90,75,90,9,1,83,91,39,Bug
1.5,56,12,45,4,4,5,2,5,70,110,80,55,80,105,5,2,97,89,32,Bug
1.8,75,12,90,5,3,3,2,5,85,90,80,70,80,130,9,0,38,?,?,Poison
1.2,38,12,75,5,2,1,3,5,65,65,45,75,45,95,2,1,90,9,?,Bug
2,275.6,12,25,2,5,5,5,3,70,150,140,65,100,75,2,2,97,89,19,Bug
1,28.4,12,45,3,4,3,5,5,60,70,50,90,50,65,4,1,97,?,?,Bug
1.2,31.6,12,45,4,3,5,3,5,60,50,70,50,90,65,5,1,83,?,?,Bug
0.8,3.6,12,75,4,3,3,4,5,70,60,62,80,82,60,6,8,40,?,?,Bug
0.8,12,12,120,5,3,3,2,5,61,90,45,50,50,160,4,1,90,?,?,Bug
1.1,15.3,12,120,4,3,5,3,4,50,70,50,50,50,70,5,5,46,?,?,Ground
1,25.5,12,45,4,3,5,3,3,77,85,51,55,51,65,2,?,97,?,?,Bug
0.9,23.3,12,45,5,4,4,2,5,70,94,50,94,50,66,4,?,97,?,?,Bug
1.2,38.5,12,45,3,3,5,5,5,70,80,102,80,102,40,4,?,67,?,?,Bug
1.9,51.5,12,30,5,3,3,3,5,86,76,86,116,56,95,5,?,90,91,?,Bug
1.6,46,12,15,?,?,?,?,?,85,60,65,135,105,100,8,?,21,?,?,Bug
0.3,5.4,13,190,5,3,4,3,3,35,70,55,45,55,25,2,1,20,13,6,Bug
1,29.5,13,75,3,4,4,5,3,60,95,80,60,80,30,2,1,20,13,6,Bug
0.4,6.5,13,225,3,4,3,4,3,30,105,90,25,25,50,2,8,33,71,?,Water
1.3,60,13,60,2,5,3,5,2,55,130,115,50,50,75,2,8,33,71,?,Water
0.5,11.5,13,45,4,4,3,3,3,30,80,90,55,45,55,1,6,98,5,?,Rock
0.5,8.5,13,255,4,3,4,4,3,40,60,40,40,40,30,5,1,97,30,?,Bug
1.1,33.5,13,90,4,3,4,4,3,70,90,70,60,60,40,2,1,97,30,?,Bug
0.6,20.5,13,190,2,4,2,5,2,20,10,230,10,230,5,4,3,95,20,4,Bug
0.6,5,13,60,4,3,3,3,3,55,55,85,65,85,35,3,6,31,45,?,Water
0.5,2.6,13,255,3,4,4,5,3,40,30,30,40,50,30,5,8,98,57,?,Water
0.5,1.7,13,200,5,3,3,3,3,40,30,32,50,52,65,6,8,98,?,?,Bug
0.5,5.5,13,255,3,3,4,5,3,31,45,90,30,30,40,7,1,11,?,?,Bug
0.7,15,13,255,2,5,3,5,2,45,100,45,45,45,10,1,5,33,4,?,Ground
0.6,11.5,13,205,4,4,4,4,2,43,80,65,50,35,35,2,8,33,71,?,Water
1.1,32.8,13,155,3,5,4,4,3,63,120,85,90,55,55,2,8,33,71,?,Water
0.7,12.5,13,45,5,3,5,3,2,45,95,50,40,50,75,7,8,5,?,?,Rock
0.3,6.3,13,190,3,4,3,5,2,76,48,48,57,62,34,9,?,94,82,?,Water
0.9,29.9,13,75,2,5,3,5,2,111,83,68,92,82,39,9,?,94,82,?,Water
0.8,12,13,120,2,4,5,4,2,40,50,90,30,55,65,9,?,5,74,?,Poison
1.3,61.5,13,45,2,5,5,4,2,70,90,110,60,75,95,9,?,5,74,?,Poison
1.5,85.6,13,3,4,3,5,5,5,120,70,120,75,130,85,4,?,46,?,?,Psychic
0.3,2.5,13,255,?,?,?,?,?,45,53,70,40,60,42,4,?,97,7,?,Bug
0.4,5.3,13,255,?,?,?,?,?,30,45,59,30,39,57,2,?,65,85,?,Bug
2.5,200.5,13,45,?,?,?,?,?,60,90,89,55,69,112,2,?,65,85,?,Bug
0.3,14.5,13,190,?,?,?,?,?,50,65,85,35,35,55,2,?,95,71,?,Bug
1.4,200,13,75,?,?,?,?,?,70,95,125,65,75,45,2,?,95,71,?,Bug
0.1,0.6,13,190,?,?,?,?,?,50,47,50,57,50,65,4,?,11,95,?,Bug
0.8,14.3,13,75,?,?,?,?,?,70,77,60,97,60,108,4,?,11,95,?,Bug
0.3,33,13,90,?,?,?,?,?,58,109,112,48,48,109,7,?,97,24,?,Bug
1.1,28.8,13,45,?,?,?,?,?,55,85,55,50,55,60,8,?,21,?,?,Bug
0.1,0.1,0,0,?,?,?,?,?,44,38,39,61,79,42,8,?,?,?,?,Fairy
0.2,0.9,0,0,?,?,?,?,?,54,45,47,75,98,52,8,?,?,?,?,Fairy
0.2,0.5,0,0,?,?,?,?,?,78,52,60,63,65,23,3,?,?,?,?,Fairy
0.2,2.2,0,0,?,?,?,?,?,67,58,57,81,67,101,?,?,?,?,?,Electric
0.2,3,0,0,?,?,?,?,?,57,80,91,80,87,75,?,?,?,?,?,Steel
0.3,7,0,0,?,?,?,?,?,41,56,40,62,44,71,6,?,?,?,?,Water
0.3,1.7,0,0,?,?,?,?,?,45,50,43,40,38,62,2,?,?,?,?,Normal
0.3,2.5,0,0,?,?,?,?,?,38,35,40,27,25,35,0,?,?,?,?,Bug
0.3,8.4,0,0,?,?,?,?,?,45,22,60,27,30,29,0,?,?,?,?,Bug
0.3,3.5,0,0,?,?,?,?,?,62,48,54,63,60,68,7,?,?,?,?,Psychic
0.3,5.7,0,0,?,?,?,?,?,50,50,150,50,150,50,?,?,?,?,?,Rock
0.3,2.8,0,0,?,?,?,?,?,45,50,35,55,75,40,?,?,?,?,?,Dragon
0.3,33.1,0,0,?,?,?,?,?,59,66,70,44,55,41,?,?,?,?,?,Ghost
0.4,9,0,0,?,?,?,?,?,56,61,65,48,45,33,5,?,?,?,?,Grass
0.4,9.4,0,0,?,?,?,?,?,40,45,40,62,60,60,2,?,?,?,?,Fire
0.4,5,0,0,?,?,?,?,?,38,36,38,32,36,57,1,?,?,?,?,Normal
0.4,3.5,0,0,?,?,?,?,?,62,48,66,59,57,49,8,?,?,?,?,Fairy
0.4,3.5,0,0,?,?,?,?,?,53,54,37,46,45,45,6,?,?,?,?,Dark
0.4,7,0,0,?,?,?,?,?,43,70,48,50,60,38,?,?,?,?,?,Ghost
0.5,31,0,0,?,?,?,?,?,42,52,67,39,56,50,1,?,?,?,?,Rock
0.5,6,0,0,?,?,?,?,?,44,38,33,61,43,70,4,?,?,?,?,Electric
0.5,7.3,0,0,?,?,?,?,?,50,60,60,60,60,30,1,?,?,?,?,Poison
0.5,8.3,0,0,?,?,?,?,?,50,53,62,58,63,44,6,?,?,?,?,Water
0.5,8,0,0,?,?,?,?,?,40,30,35,45,40,55,?,?,?,?,?,Flying
0.6,8,0,0,?,?,?,?,?,67,82,62,46,48,43,8,?,?,?,?,Fighting
0.6,13.5,0,0,?,?,?,?,?,62,50,58,73,54,72,1,?,?,?,?,Fire
0.6,10.9,0,0,?,?,?,?,?,54,63,52,83,56,97,6,?,?,?,?,Water
0.6,8.5,0,0,?,?,?,?,?,74,48,76,83,81,104,8,?,?,?,?,Psychic
0.7,29,0,0,?,?,?,?,?,61,78,95,56,58,57,5,?,?,?,?,Grass
0.7,16,0,0,?,?,?,?,?,62,73,55,56,52,84,2,?,?,?,?,Fire
0.7,86,0,0,?,?,?,?,?,85,100,122,58,75,54,?,?,?,?,?,Ghost
0.8,2,0,0,?,?,?,?,?,45,80,100,35,37,28,1,?,?,?,?,Steel
0.8,4.5,0,0,?,?,?,?,?,59,110,150,45,49,35,1,?,?,?,?,Steel
0.8,26,0,0,?,?,?,?,?,58,89,77,45,45,48,1,?,?,?,?,Rock
0.8,15.5,0,0,?,?,?,?,?,101,72,72,99,89,29,3,?,?,?,?,Fairy
0.8,5,0,0,?,?,?,?,?,82,80,86,85,75,72,8,?,?,?,?,Fairy
0.8,21.5,0,0,?,?,?,?,?,78,92,75,74,63,118,5,?,?,?,?,Fighting
0.8,17.5,0,0,?,?,?,?,?,68,75,53,83,113,60,?,?,?,?,?,Dragon
0.9,31,0,0,?,?,?,?,?,66,65,48,62,57,52,1,?,?,?,?,Grass
1,14.5,0,0,?,?,?,?,?,59,59,58,90,70,73,2,?,?,?,?,Fire
1,42.4,0,0,?,?,?,?,?,85,56,77,50,77,78,1,?,?,?,?,Normal
1,21,0,0,?,?,?,?,?,62,55,52,109,94,109,4,?,?,?,?,Electric
1,23.5,0,0,?,?,?,?,?,95,65,65,110,130,60,3,?,?,?,?,Fairy
1,99.5,0,0,?,?,?,?,?,55,69,85,32,35,28,?,?,?,?,?,Ice
1.1,10,0,0,?,?,?,?,?,78,65,68,112,154,75,8,?,?,?,?,Fairy
1.2,24.5,0,0,?,?,?,?,?,78,81,71,74,69,126,2,?,?,?,?,Fire
1.2,17,0,0,?,?,?,?,?,80,52,50,90,50,89,0,?,?,?,?,Bug
1.2,28,0,0,?,?,?,?,?,75,80,60,65,90,102,8,?,?,?,?,Normal
1.3,96,0,0,?,?,?,?,?,72,105,115,54,86,68,1,?,?,?,?,Rock
1.3,35.3,0,0,?,?,?,?,?,71,73,88,120,89,59,6,?,?,?,?,Water
1.3,25.2,0,0,?,?,?,?,?,77,59,50,67,63,46,6,?,?,?,?,Rock
1.5,39,0,0,?,?,?,?,?,75,69,72,114,100,104,2,?,?,?,?,Fire
1.5,40,0,0,?,?,?,?,?,72,95,67,103,71,122,6,?,?,?,?,Water
1.5,81.5,0,0,?,?,?,?,?,86,68,72,109,66,106,1,?,?,?,?,Fire
1.5,47,0,0,?,?,?,?,?,86,92,88,68,75,73,6,?,?,?,?,Dark
1.5,71,0,0,?,?,?,?,?,85,110,76,65,82,56,?,?,?,?,?,Ghost
1.5,85,0,0,?,?,?,?,?,85,70,80,97,80,123,?,?,?,?,?,Flying
1.6,90,0,0,?,?,?,?,?,88,107,122,74,75,64,5,?,?,?,?,Grass
1.7,91,0,0,?,?,?,?,?,123,100,62,97,81,68,1,?,?,?,?,Grass
1.7,53,0,0,?,?,?,?,?,60,150,50,150,50,60,1,?,?,?,?,Steel
1.8,81.5,0,0,?,?,?,?,?,65,75,90,97,123,44,1,?,?,?,?,Poison
2,150.5,0,0,?,?,?,?,?,90,100,70,110,150,80,?,?,?,?,?,Dragon
2,505,0,0,?,?,?,?,?,95,117,184,44,46,28,?,?,?,?,?,Ice
2.1,136,0,0,?,?,?,?,?,95,124,78,69,71,58,8,?,?,?,?,Fighting
2.5,270,0,0,?,?,?,?,?,82,121,119,69,59,71,2,?,?,?,?,Rock
2.7,225,0,0,?,?,?,?,?,123,77,72,99,92,58,6,?,?,?,?,Rock
3,215,0,0,?,?,?,?,?,126,131,95,131,98,99,?,?,?,?,?,Fairy
5,305,0,0,?,?,?,?,?,108,100,121,81,95,95,?,?,?,?,?,Dragon
5.8,203,0,0,?,?,?,?,?,126,131,95,131,98,99,?,?,?,?,?,Dark
