@relation PokeSet
@attribute Height real
@attribute Weight real
@attribute Body {head,serpertine,fins,headArms,headBase,bipedalTailed,headLegs,quadruped,singleWings,multiped,multiBody,bipedalTailless,TwoMoreWings,insectoid}
@attribute CatchRate real
@attribute PerfSpeed real
@attribute PerfPower real
@attribute PerfSkill real
@attribute PerfStamina real
@attribute PerfJump real
@attribute BaseHp real
@attribute BaseAttack real
@attribute BaseDefense real
@attribute BaseSpAttack real
@attribute BaseSpDefense real
@attribute BaseSpeed real
@attribute Color { 'black' ,'blue' ,'brown' ,'gray' ,'green' ,'pink' ,'purple' ,'red' ,'silver' ,'yellow' }
@attribute Habitat {'cave' ,'forest' ,'grass' ,'mountain' ,'rare' ,'rough' ,'sea' ,'urban' ,'water' }
@attribute Ability1 { 'Adaptability' ,'Aftermath' ,'Air Lock' ,'Anticipation' ,'Bad Dreams' ,'Battle Armor' ,'Big Pecks' ,'Blaze' ,'Chlorophyll' ,'Clear Body' ,'Color Change' ,'Compound Eyes' ,'Cute Charm' ,'Damp' ,'Defeatist' ,'Defiant' ,'Download' ,'Drizzle' ,'Drought' ,'Early Bird' ,'Effect Spore' ,'Flame Body' ,'Flash Fire' ,'Flower Gift' ,'Forecast' ,'Forewarn' ,'Frisk' ,'Gluttony' ,'Guts' ,'Healer' ,'Honey Gather' ,'Hustle' ,'Hydration' ,'Hyper Cutter' ,'Ice Body' ,'Illuminate' ,'Illusion' ,'Immunity' ,'Inner Focus' ,'Insomnia' ,'Intimidate' ,'Iron Barbs' ,'Iron Fist' ,'Justified' ,'Keen Eye' ,'Leaf Guard' ,'Levitate' ,'Lightningrod' ,'Limber' ,'Liquid Ooze' ,'Magma Armor' ,'Magnet Pull' ,'Marvel Scale' ,'Minus' ,'Mold Breaker' ,'Motor Drive' ,'Multitype' ,'Mummy' ,'Natural Cure' ,'Oblivious' ,'Overcoat' ,'Overgrow' ,'Own Tempo' ,'Pickup' ,'Plus' ,'Poison Point' ,'Prankster' ,'Pressure' ,'Pure Power' ,'Reckless' ,'Rivalry' ,'Rock Head' ,'Rough Skin' ,'Run Away' ,'Sand Force' ,'Sand Rush' ,'Sand Stream' ,'Sand Veil' ,'Serene Grace' ,'Shadow Tag' ,'Shed Skin' ,'Sheer Force' ,'Shell Armor' ,'Shield Dust' ,'Simple' ,'Slow Start' ,'Snow Cloak' ,'Snow Warning' ,'Solid Rock' ,'Soundproof' ,'Speed Boost' ,'Static' ,'Steadfast' ,'Stench' ,'Sticky Hold' ,'Sturdy' ,'Suction Cups' ,'Swarm' ,'Swift Swim' ,'Synchronize' ,'Technician' ,'Telepathy' ,'Teravolt' ,'Thick Fat' ,'Torrent' ,'Trace' ,'Truant' ,'Turboblaze' ,'Unaware' ,'Victory Star' ,'Vital Spirit' ,'Volt Absorb' ,'Water Absorb' ,'Water Veil' ,'White Smoke' ,'Wonder Guard' ,'Wonder Skin' }
@attribute Ability2 {'Adaptability' ,'Aftermath' ,'Anger Point' ,'Anticipation' ,'Arena Trap' ,'Battle Armor' ,'Big Pecks' ,'Chlorophyll' ,'Cloud Nine' ,'Compound Eyes' ,'Cursed Body' ,'Damp' ,'Download' ,'Dry Skin' ,'Early Bird' ,'Filter' ,'Flame Body' ,'Flash Fire' ,'Forewarn' ,'Frisk' ,'Gluttony' ,'Guts' ,'Heatproof' ,'Huge Power' ,'Hustle' ,'Hydration' ,'Ice Body' ,'Illuminate' ,'Infiltrator' ,'Inner Focus' ,'Insomnia' ,'Intimidate' ,'Iron Fist' ,'Keen Eye' ,'Klutz' ,'Leaf Guard' ,'Lightningrod' ,'Limber' ,'Liquid Ooze' ,'Magic Guard' ,'Magnet Pull' ,'Minus' ,'Mold Breaker' ,'Motor Drive' ,'Moxie' ,'Natural Cure' ,'No Guard' ,'Normalize' ,'Oblivious' ,'Overcoat' ,'Own Tempo' ,'Pickup' ,'Poison Heal' ,'Poison Point' ,'Poison Touch' ,'Pressure' ,'Quick Feet' ,'Rain Dish' ,'Reckless' ,'Regenerator' ,'Rivalry' ,'Rock Head' ,'Run Away' ,'Sand Force' ,'Sand Rush' ,'Sand Veil' ,'Sap Sipper' ,'Scrappy' ,'Serene Grace' ,'Shed Skin' ,'Sheer Force' ,'Shell Armor' ,'Simple' ,'Skill Link' ,'Sniper' ,'Snow Cloak' ,'Solar Power' ,'Solid Rock' ,'Stall' ,'Static' ,'Steadfast' ,'Sticky Hold' ,'Storm Drain' ,'Sturdy' ,'Super Luck' ,'Swarm' ,'Swift Swim' ,'Synchronize' ,'Tangled Feet' ,'Technician' ,'Thick Fat' ,'Tinted Lens' ,'Trace' ,'Unaware' ,'Unburden' ,'Unnerve' ,'Water Absorb' ,'Water Veil' ,'Weak Armor' }
@attribute Hidden {'Analytic' ,'Anger Point' ,'Anticipation' ,'Big Pecks' ,'Contrary' ,'Cursed Body' ,'Damp' ,'Defiant' ,'Dry Skin' ,'Early Bird' ,'Friend Guard' ,'Harvest' ,'Honey Gather' ,'Hustle' ,'Hydration' ,'Ice Body' ,'Infiltrator' ,'Inner Focus' ,'Justified' ,'Light Metal' ,'Moody' ,'Moxie' ,'Oblivious' ,'Overcoat' ,'Own Tempo' ,'Prankster' ,'Quick Feet' ,'Rattled' ,'Regenerator' ,'Run Away' ,'Sap Sipper' ,'Sheer Force' ,'Steadfast' ,'Technician' ,'Thick Fat' ,'Unaware' ,'Unburden' ,'Unnerve' ,'Vital Spirit' ,'Wonder Skin' }
@attribute Exp {Erratic, Fast , Fluctuating, MediumFast, MediumSlow, Slow }
@attribute class { Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Rock,Ghost,Psychic,Ice,Dragon,Dark,Steel,Flying}
@data 
0.5,9.3,headLegs,75,4,3,5,4,3,70,60,70,87,78,85,"pink",?,"Flower Gift",?,?,MediumFast,Grass
0.5,15,headLegs,255,4,3,3,4,3,50,80,95,10,45,10,"brown",?,"Sturdy","Rock Head",?,MediumFast,Rock
0.4,18,headLegs,255,?,?,?,?,?,55,75,85,25,25,15,"blue",?,"Sturdy",?,?,MediumSlow,Rock
0.7,6.9,quadruped,45,3,3,4,4,3,45,49,49,65,65,45,"green","grass","Overgrow",?,?,MediumSlow,Grass
1,13,quadruped,45,2,3,5,5,3,60,62,63,80,80,60,"green","grass","Overgrow",?,?,MediumSlow,Grass
2.4,342.8,quadruped,45,2,5,3,5,2,80,100,123,122,120,80,"green","grass","Overgrow",?,?,MediumSlow,Grass
0.3,3.5,quadruped,255,5,3,3,3,3,30,56,35,25,35,72,"purple","grass","Run Away","Guts",?,MediumFast,Normal
0.7,18.5,quadruped,127,5,4,3,3,3,55,81,60,50,70,97,"brown","grass","Run Away","Guts",?,MediumFast,Normal
0.4,6,quadruped,190,4,4,4,4,4,35,55,30,50,40,90,"yellow","forest","Static",?,?,MediumFast,Electric
0.4,7,quadruped,235,5,3,3,3,3,55,47,52,40,40,41,"blue","grass","Poison Point","Rivalry","Hustle",MediumSlow,Poison
0.8,20,quadruped,120,4,4,3,4,3,70,62,67,55,55,56,"blue","grass","Poison Point","Rivalry","Hustle",MediumSlow,Poison
0.5,9,quadruped,235,5,4,3,2,3,46,57,40,40,40,50,"purple","grass","Poison Point","Rivalry","Hustle",MediumSlow,Poison
0.9,19.5,quadruped,120,4,4,3,3,3,61,72,57,55,55,65,"purple","grass","Poison Point","Rivalry","Hustle",MediumSlow,Poison
0.6,9.9,quadruped,190,5,3,4,3,3,38,41,40,50,65,65,"brown","grass","Flash Fire",?,?,MediumFast,Fire
1.1,19.9,quadruped,75,4,3,5,3,3,73,76,75,81,100,100,"yellow","grass","Flash Fire",?,?,MediumFast,Fire
0.4,4.2,quadruped,255,4,2,4,1,4,40,45,35,40,40,90,"yellow","urban","Pickup","Technician","Unnerve",MediumFast,Normal
1,32,quadruped,90,5,3,5,1,4,65,70,60,65,65,115,"yellow","urban","Limber","Technician","Unnerve",MediumFast,Normal
0.7,19,quadruped,190,4,4,4,3,4,55,70,45,70,50,60,"brown","grass","Intimidate","Flash Fire",?,Slow,Fire
1.9,155,quadruped,75,5,5,2,3,3,90,110,80,100,80,95,"brown","grass","Intimidate","Flash Fire",?,Slow,Fire
1,30,quadruped,190,5,2,2,3,4,50,85,55,65,65,90,"yellow","grass","Run Away","Flash Fire",?,MediumFast,Fire
1.7,95,quadruped,60,5,3,2,4,4,65,100,70,80,80,105,"yellow","grass","Run Away","Flash Fire",?,MediumFast,Fire
1.2,36,quadruped,190,1,2,5,5,2,90,65,65,40,40,15,"pink","water","Oblivious","Own Tempo",?,MediumFast,Water
1,115,quadruped,120,5,5,2,4,2,80,85,95,30,30,25,"gray","rough","Lightningrod","Rock Head",?,Slow,Ground
1.4,88.4,quadruped,45,4,5,2,5,2,75,100,95,40,70,110,"brown","grass","Intimidate","Anger Point","Sheer Force",Slow,Normal
0.3,6.5,quadruped,45,4,4,4,4,3,55,55,50,45,65,55,"brown","urban","Run Away","Adaptability","Anticipation",MediumFast,Normal
1,29,quadruped,45,3,3,5,5,3,130,65,60,110,95,65,"blue","urban","Water Absorb",?,?,MediumFast,Water
0.8,24.5,quadruped,45,5,3,5,2,3,65,65,60,110,95,130,"yellow","urban","Volt Absorb",?,?,MediumFast,Electric
0.9,25,quadruped,45,4,5,3,3,3,65,130,60,95,110,65,"red","urban","Flash Fire",?,?,MediumFast,Fire
0.9,6.4,quadruped,45,4,3,4,5,3,45,49,65,49,65,45,"green","grass","Overgrow",?,?,MediumSlow,Grass
1.2,15.8,quadruped,45,3,3,5,5,3,60,62,80,63,80,60,"green","grass","Overgrow",?,?,MediumSlow,Grass
1.8,100.5,quadruped,45,2,5,5,5,2,80,82,100,83,100,80,"green","grass","Overgrow",?,?,MediumSlow,Grass
0.9,19,quadruped,45,5,4,3,4,3,58,64,58,80,65,80,"yellow","grass","Blaze",?,?,MediumSlow,Fire
1.7,79.5,quadruped,45,4,5,3,5,3,78,84,78,109,85,100,"yellow","grass","Blaze",?,?,MediumSlow,Fire
0.8,6,quadruped,255,5,3,4,4,4,35,46,34,35,45,20,"brown","grass","Run Away","Keen Eye",?,MediumFast,Normal
1.8,32.5,quadruped,90,5,3,3,3,3,85,76,64,45,55,90,"brown","grass","Run Away","Keen Eye",?,MediumFast,Normal
0.3,2,quadruped,190,5,1,5,3,4,20,40,15,35,35,60,"yellow","forest","Static",?,?,MediumFast,Electric
0.6,7.8,quadruped,235,3,3,3,4,2,55,40,40,65,45,35,"silver","grass","Static",?,?,MediumSlow,Electric
0.9,26.5,quadruped,45,3,3,5,2,4,65,65,60,130,95,110,"purple","urban","Synchronize",?,?,MediumFast,Psychic
1,27,quadruped,45,3,4,2,5,3,95,65,110,60,130,65,"black","urban","Synchronize",?,?,MediumFast,Dark
1.5,41.5,quadruped,60,4,4,4,3,3,70,80,65,90,65,85,"yellow","grass","Inner Focus","Early Bird",?,MediumFast,Normal
0.4,6.5,quadruped,225,3,4,2,4,3,50,50,40,30,30,50,"brown","cave","Oblivious","Snow Cloak","Thick Fat",Slow,Ice
1.1,55.8,quadruped,75,2,4,2,5,2,100,100,80,60,60,50,"brown","cave","Oblivious","Snow Cloak","Thick Fat",Slow,Ice
0.6,10.8,quadruped,120,4,3,4,3,4,45,60,30,80,50,65,"black","rough","Early Bird","Flash Fire",?,Slow,Dark
1.9,109.1,quadruped,45,4,3,2,4,4,75,90,90,140,90,115,"black","rough","Early Bird","Flash Fire",?,Slow,Dark
0.5,33.5,quadruped,120,3,5,3,4,3,90,60,60,40,40,40,"blue","rough","Pickup",?,?,MediumFast,Ground
1.1,120,quadruped,60,4,5,2,4,2,90,120,120,60,60,50,"gray","rough","Sturdy",?,?,MediumFast,Ground
1.4,71.2,quadruped,45,3,4,3,4,3,73,95,62,85,65,85,"brown","forest","Intimidate","Frisk","Sap Sipper",Slow,Normal
1.9,178,quadruped,3,5,4,4,3,3,90,85,75,115,100,115,"yellow","grass","Pressure",?,?,Slow,Electric
2.1,198,quadruped,3,4,5,3,4,3,115,115,85,90,75,100,"brown","grass","Pressure",?,?,Slow,Fire
2,187,quadruped,3,5,4,5,3,4,100,75,115,90,115,85,"blue","grass","Pressure",?,?,Slow,Water
0.4,7.6,quadruped,45,4,4,3,5,3,50,70,50,50,50,40,"blue","water","Torrent",?,?,MediumSlow,Water
0.5,13.6,quadruped,255,4,4,4,5,3,35,55,35,30,30,35,"gray","grass","Run Away","Quick Feet","Rattled",MediumFast,Dark
1,37,quadruped,127,4,5,3,5,3,70,90,70,60,60,70,"gray","grass","Intimidate","Quick Feet","Moxie",MediumFast,Dark
0.4,17.5,quadruped,255,4,4,5,4,3,38,30,41,30,41,60,"brown","grass","Pickup","Gluttony","Quick Feet",MediumFast,Normal
0.5,32.5,quadruped,90,5,4,3,4,3,78,70,61,50,61,100,"silver","grass","Pickup","Gluttony","Quick Feet",MediumFast,Normal
0.8,24,quadruped,255,2,2,2,5,2,60,60,60,35,35,30,"brown","forest","Truant",?,?,Slow,Normal
0.6,11,quadruped,255,5,3,3,3,4,50,45,45,35,35,50,"pink","forest","Cute Charm","Normalize","Wonder Skin",Fast,Normal
1.1,32.6,quadruped,60,5,3,4,4,4,70,65,65,55,55,70,"purple","forest","Cute Charm","Normalize","Wonder Skin",Fast,Normal
0.4,60,quadruped,180,3,5,3,3,2,50,70,100,40,40,30,"gray","mountain","Sturdy","Rock Head",?,Slow,Steel
0.9,120,quadruped,90,3,5,4,4,2,60,90,140,50,50,40,"gray","mountain","Sturdy","Rock Head",?,Slow,Steel
0.6,15.2,quadruped,120,5,3,4,3,4,40,45,40,65,40,65,"green","grass","Static","Lightningrod",?,Slow,Electric
1.8,97,quadruped,45,5,3,4,3,4,70,75,80,135,80,135,"yellow","grass","Static","Lightningrod",?,Slow,Electric
0.7,24,quadruped,255,3,4,2,4,2,60,60,40,65,45,35,"yellow","mountain","Oblivious","Simple","Own Tempo",MediumFast,Fire
1.9,220,quadruped,150,3,5,2,4,2,70,100,70,105,75,40,"red","mountain","Magma Armor","Solid Rock","Anger Point",MediumFast,Fire
0.5,80.4,quadruped,90,2,5,3,5,2,70,85,140,85,70,20,"brown","mountain","White Smoke",?,?,MediumFast,Fire
2,100,quadruped,200,4,5,2,4,5,99,68,83,72,87,51,"green","forest","Chlorophyll","Solar Power","Harvest",Slow,Grass
1.2,108,quadruped,30,5,4,3,4,3,65,150,60,115,60,115,"silver","mountain","Pressure","Super Luck","Justified",MediumSlow,Dark
1.4,150.6,quadruped,45,2,5,1,5,2,110,80,90,95,90,65,"blue","sea","Thick Fat","Ice Body","Oblivious",MediumSlow,Ice
1.1,110.5,quadruped,45,2,5,2,5,2,65,95,100,60,50,50,"silver","rough","Rock Head",?,?,Slow,Dragon
1.5,102.6,quadruped,45,3,5,3,3,5,95,135,80,110,80,100,"blue","rough","Intimidate",?,?,Slow,Dragon
0.4,10.2,quadruped,45,4,4,3,4,3,55,68,64,45,55,31,"green",?,"Overgrow",?,?,MediumSlow,Grass
1.1,97,quadruped,45,3,4,3,5,3,75,89,85,55,65,36,"green",?,"Overgrow",?,?,MediumSlow,Grass
2.2,310,quadruped,45,2,5,3,5,2,95,109,105,75,85,56,"green",?,"Overgrow",?,?,MediumSlow,Grass
0.5,20,quadruped,255,4,4,4,4,2,59,45,40,35,40,31,"brown",?,"Simple","Unaware",?,MediumFast,Normal
0.5,9.5,quadruped,235,4,4,4,3,3,45,65,34,40,34,45,"blue",?,"Rivalry","Intimidate",?,MediumSlow,Electric
0.9,30.5,quadruped,120,4,4,3,4,3,60,85,49,60,49,60,"blue",?,"Rivalry","Intimidate",?,MediumSlow,Electric
1.4,42,quadruped,45,3,5,4,4,3,80,120,79,95,79,70,"blue",?,"Rivalry","Intimidate",?,MediumSlow,Electric
0.5,57,quadruped,45,3,4,3,5,2,30,42,118,42,88,30,"gray",?,"Sturdy",?,?,Erratic,Rock
1.3,149.5,quadruped,45,2,5,3,5,2,60,52,168,47,138,30,"gray",?,"Sturdy",?,?,Erratic,Rock
0.4,3.9,quadruped,200,5,3,5,3,3,60,45,70,45,90,95,"silver",?,"Run Away","Pickup",?,MediumFast,Electric
0.7,29.5,quadruped,190,5,4,4,4,3,55,65,35,60,30,85,"brown",?,"Swift Swim",?,?,MediumFast,Water
1.1,33.5,quadruped,75,4,4,5,5,3,85,105,55,85,50,115,"brown",?,"Swift Swim",?,?,MediumFast,Water
0.5,3.9,quadruped,190,5,5,4,3,4,49,55,42,42,37,85,"gray",?,"Limber","Own Tempo",?,Fast,Normal
1,43.8,quadruped,75,4,5,2,4,3,71,82,64,64,59,112,"gray",?,"Thick Fat","Own Tempo",?,Fast,Normal
0.4,19.2,quadruped,225,5,4,3,3,3,63,63,47,41,41,74,"purple",?,"Stench","Aftermath",?,MediumFast,Poison
1,38,quadruped,60,3,5,4,4,2,103,93,67,71,61,84,"purple",?,"Stench","Aftermath",?,MediumFast,Poison
0.8,49.5,quadruped,140,3,5,3,5,3,68,72,78,38,42,32,"brown",?,"Sand Stream",?,?,Slow,Ground
2,300,quadruped,60,2,5,2,5,2,108,112,118,68,72,47,"brown",?,"Sand Stream",?,?,Slow,Ground
1,25.5,quadruped,45,3,4,4,5,4,65,110,130,60,65,95,"green",?,"Leaf Guard",?,?,MediumFast,Grass
0.8,25.9,quadruped,45,4,4,5,4,3,65,60,110,130,95,65,"blue",?,"Snow Cloak",?,?,MediumFast,Ice
2.5,291,quadruped,50,4,5,3,5,2,110,130,80,70,60,80,"brown",?,"Oblivious","Snow Cloak",?,Slow,Ice
5.4,683,quadruped,30,3,5,5,5,5,100,120,120,150,100,90,"silver",?,"Pressure",?,?,Slow,Steel
1.7,430,quadruped,3,3,5,5,5,2,91,90,106,130,106,77,"brown",?,"Flash Fire",?,?,Slow,Fire
0.4,11.5,quadruped,45,5,4,4,3,5,100,103,75,120,75,127,"green",?,"Natural Cure",?,?,MediumSlow,Grass
3.2,320,quadruped,3,5,5,5,5,5,120,120,120,120,120,120,"gray",?,"Multitype",?,?,Slow,Normal
0.5,9.9,quadruped,45,?,?,?,?,?,65,63,45,45,45,45,"red",?,"Blaze",?,?,MediumSlow,Fire
1.5,94.6,quadruped,45,?,?,?,?,?,95,100,85,108,70,70,"blue",?,"Torrent",?,?,MediumSlow,Water
0.5,11.6,quadruped,255,?,?,?,?,?,45,55,39,35,39,42,"brown",?,"Run Away","Keen Eye",?,MediumFast,Normal
0.4,4.1,quadruped,255,?,?,?,?,?,45,60,45,25,45,55,"brown",?,"Vital Spirit","Pickup",?,MediumSlow,Normal
0.9,14.7,quadruped,120,?,?,?,?,?,65,80,65,35,65,60,"gray",?,"Intimidate","Sand Rush",?,MediumSlow,Normal
1.2,61,quadruped,45,?,?,?,?,?,85,110,90,45,90,80,"gray",?,"Intimidate","Sand Rush",?,MediumSlow,Normal
0.4,10.1,quadruped,255,?,?,?,?,?,41,50,37,50,37,66,"purple",?,"Limber","Unburden",?,MediumFast,Dark
1.1,37.5,quadruped,90,?,?,?,?,?,64,88,50,88,50,106,"purple",?,"Limber","Unburden",?,MediumFast,Dark
0.6,23.3,quadruped,190,?,?,?,?,?,76,25,45,67,55,24,"pink",?,"Forewarn","Synchronize",?,Fast,Psychic
0.8,29.8,quadruped,190,?,?,?,?,?,45,60,32,50,32,76,"black",?,"Lightningrod","Motor Drive",?,MediumFast,Electric
1.6,79.5,quadruped,75,?,?,?,?,?,75,100,63,80,63,116,"black",?,"Lightningrod","Motor Drive",?,MediumFast,Electric
0.7,15.2,quadruped,180,?,?,?,?,?,50,72,35,35,35,65,"brown",?,"Intimidate","Moxie",?,MediumSlow,Ground
1,33.4,quadruped,90,?,?,?,?,?,60,82,45,45,45,74,"brown",?,"Intimidate","Moxie",?,MediumSlow,Ground
1.3,92.9,quadruped,60,?,?,?,?,?,105,30,105,140,105,55,"red",?,"Sheer Force",?,?,MediumSlow,Fire
0.7,16.5,quadruped,45,?,?,?,?,?,54,78,103,53,45,22,"blue",?,"Solid Rock","Sturdy",?,MediumFast,Water
0.7,12.5,quadruped,75,?,?,?,?,?,40,65,40,80,40,65,"gray",?,"Illusion",?,?,MediumSlow,Dark
0.4,5.8,quadruped,255,?,?,?,?,?,55,50,40,40,40,75,"gray",?,"Cute Charm","Technician",?,Fast,Normal
0.5,7.5,quadruped,60,?,?,?,?,?,75,95,60,65,60,115,"gray",?,"Cute Charm","Technician",?,Fast,Normal
0.6,19.5,quadruped,190,?,?,?,?,?,60,60,50,40,50,75,"yellow",?,"Chlorophyll","Sap Sipper",?,MediumFast,Normal
1.9,92.5,quadruped,75,?,?,?,?,?,80,100,70,60,70,95,"brown",?,"Chlorophyll","Sap Sipper",?,MediumFast,Normal
0.4,5,quadruped,200,?,?,?,?,?,55,75,60,75,60,103,"silver",?,"Static",?,?,MediumFast,Electric
2.6,260,quadruped,60,?,?,?,?,?,95,110,80,70,80,50,"silver",?,"Snow Cloak",?,?,MediumFast,Ice
1.6,94.5,quadruped,45,?,?,?,?,?,95,110,95,40,95,55,"brown",?,"Reckless","Sap Sipper",?,MediumFast,Normal
0.8,17.3,quadruped,45,?,?,?,?,?,52,65,50,45,50,38,"blue",?,"Hustle",?,?,Slow,Dark
1.4,50,quadruped,45,?,?,?,?,?,72,85,70,65,70,58,"blue",?,"Hustle",?,?,Slow,Dark
2.1,250,quadruped,3,?,?,?,?,?,91,90,129,90,72,108,"blue",?,"Justified",?,?,Slow,Steel
1.9,260,quadruped,3,?,?,?,?,?,91,129,90,72,90,108,"gray",?,"Justified",?,?,Slow,Rock
2,200,quadruped,3,?,?,?,?,?,91,90,72,90,129,108,"green",?,"Justified",?,?,Slow,Grass
1.4,48.5,quadruped,3,?,?,?,?,?,91,72,90,129,90,108,"yellow",?,"Justified",?,?,Slow,Water
0.3,1.8,singleWings,255,5,3,4,3,5,40,45,40,35,35,56,"brown","forest","Keen Eye","Tangled Feet","Big Pecks",MediumSlow,Normal
1.1,30,singleWings,120,4,3,3,4,5,63,60,55,50,50,71,"brown","forest","Keen Eye","Tangled Feet","Big Pecks",MediumSlow,Normal
1.5,39.5,singleWings,45,4,5,3,4,5,83,80,75,70,70,91,"brown","forest","Keen Eye","Tangled Feet","Big Pecks",MediumSlow,Normal
0.3,2,singleWings,255,5,4,3,3,5,40,60,30,31,31,70,"brown","rough","Keen Eye",?,?,MediumFast,Normal
1.2,38,singleWings,90,4,5,3,3,5,65,90,65,61,61,100,"brown","rough","Keen Eye",?,?,MediumFast,Normal
0.8,7.5,singleWings,255,5,3,4,3,5,40,45,35,30,40,55,"purple","cave","Inner Focus",?,?,MediumFast,Poison
1.6,55,singleWings,90,5,3,3,4,5,75,80,70,65,75,90,"purple","cave","Inner Focus",?,?,MediumFast,Poison
0.8,15,singleWings,45,3,4,3,3,4,52,65,55,58,62,60,"brown","grass","Keen Eye","Inner Focus",?,MediumFast,Normal
2.1,174.2,singleWings,45,5,3,2,3,5,80,135,85,70,95,150,"purple","mountain","Rock Head","Pressure",?,Slow,Rock
1.7,55.4,singleWings,3,4,4,5,3,5,90,85,100,95,125,85,"blue","rare","Pressure",?,?,Slow,Ice
1.6,52.6,singleWings,3,5,5,5,3,5,90,90,85,125,90,100,"yellow","rare","Pressure",?,?,Slow,Electric
2,60,singleWings,3,4,5,5,5,5,90,100,90,125,85,90,"yellow","rare","Pressure",?,?,Slow,Fire
0.7,21.2,singleWings,255,3,3,5,3,4,60,30,30,36,56,50,"brown","forest","Insomnia","Keen Eye",?,MediumFast,Normal
1.6,40.8,singleWings,90,3,3,3,4,5,100,50,50,76,96,70,"brown","forest","Insomnia","Keen Eye",?,MediumFast,Normal
1,10.8,singleWings,255,5,2,5,3,5,40,20,30,40,80,55,"red","forest","Swarm","Early Bird",?,Fast,Bug
1.4,35.6,singleWings,90,5,2,5,3,5,55,35,50,55,110,85,"red","forest","Swarm","Early Bird",?,Fast,Bug
0.2,2,singleWings,190,4,3,2,4,4,40,50,45,70,45,70,"green","forest","Synchronize","Early Bird",?,MediumFast,Psychic
1.5,15,singleWings,75,3,3,3,4,4,65,75,70,95,70,95,"green","forest","Synchronize","Early Bird",?,MediumFast,Psychic
0.5,2.1,singleWings,30,4,3,4,4,4,60,85,42,85,42,91,"black","forest","Insomnia","Super Luck","Prankster",MediumSlow,Dark
1.1,64.8,singleWings,60,4,3,3,2,5,65,75,105,35,65,85,"purple","mountain","Hyper Cutter","Sand Veil",?,MediumSlow,Ground
0.9,16,singleWings,45,3,3,4,5,3,45,55,45,65,45,75,"red","mountain","Vital Spirit","Hustle",?,Fast,Ice
2.1,220,singleWings,25,4,4,3,5,3,65,40,70,80,140,70,"purple","sea","Swift Swim","Water Absorb",?,Slow,Water
1.7,50.5,singleWings,25,5,3,2,4,5,65,80,140,40,70,70,"gray","rough","Keen Eye","Sturdy",?,Slow,Steel
5.2,216,singleWings,3,4,5,4,4,5,106,90,130,90,154,110,"silver","rare","Pressure",?,?,Slow,Psychic
3.8,199,singleWings,3,4,4,5,4,5,106,130,90,110,154,90,"red","rare","Pressure",?,?,Slow,Fire
0.3,2.3,singleWings,200,4,4,3,4,5,40,55,30,30,30,85,"blue","grass","Guts",?,?,MediumSlow,Normal
0.7,19.8,singleWings,45,3,5,2,4,5,60,85,60,50,50,125,"blue","grass","Guts",?,?,MediumSlow,Normal
0.6,9.5,singleWings,190,4,3,3,4,5,40,30,30,55,30,85,"silver","sea","Keen Eye",?,?,MediumFast,Water
1.2,28,singleWings,45,3,4,2,5,5,60,50,100,85,70,65,"yellow","sea","Keen Eye",?,?,MediumFast,Water
2,82,singleWings,45,4,5,4,2,5,80,100,80,80,80,100,"green","rough","Levitate",?,?,MediumSlow,Ground
0.4,1.2,singleWings,255,3,3,4,4,5,45,40,60,40,75,50,"blue","forest","Natural Cure",?,?,Erratic,Normal
1.1,20.6,singleWings,45,3,3,4,4,5,75,70,90,70,105,80,"blue","forest","Natural Cure",?,?,Erratic,Dragon
1.4,40,singleWings,3,5,4,5,3,5,80,80,90,110,130,110,"red","water","Levitate",?,?,Slow,Dragon
2,60,singleWings,3,5,4,5,3,5,80,90,80,130,110,110,"blue","water","Levitate",?,?,Slow,Dragon
0.3,2,singleWings,255,4,3,2,3,5,40,55,30,30,30,60,"brown",?,"Keen Eye",?,?,MediumSlow,Normal
0.6,15.5,singleWings,120,4,3,3,4,5,55,75,50,40,40,80,"brown",?,"Intimidate",?,?,MediumSlow,Normal
1.2,24.9,singleWings,45,3,5,3,4,5,85,120,70,50,50,100,"brown",?,"Intimidate",?,?,MediumSlow,Normal
0.9,27.3,singleWings,30,3,4,3,5,5,100,125,52,105,52,71,"black",?,"Insomnia","Super Luck",?,MediumSlow,Dark
0.5,1.9,singleWings,30,4,3,4,3,5,76,65,45,92,42,91,"black",?,"Keen Eye","Tangled Feet",?,MediumSlow,Normal
1,65,singleWings,25,4,3,2,4,4,45,20,50,60,120,50,"blue",?,"Swift Swim","Water Absorb",?,Slow,Water
1.5,38,singleWings,30,4,3,4,4,5,85,50,95,120,115,80,"silver",?,"Hustle","Serene Grace",?,Fast,Fairy
2,42.5,singleWings,30,3,5,5,4,5,75,95,125,45,75,95,"purple",?,"Hyper Cutter","Sand Veil",?,MediumSlow,Ground
0.3,2.1,singleWings,255,?,?,?,?,?,50,55,50,36,30,43,"gray",?,"Big Pecks","Super Luck",?,MediumSlow,Normal
0.6,15,singleWings,120,?,?,?,?,?,62,77,62,50,42,65,"gray",?,"Big Pecks","Super Luck",?,MediumSlow,Normal
1.2,29,singleWings,45,?,?,?,?,?,80,105,80,65,55,93,"gray",?,"Big Pecks","Super Luck",?,MediumSlow,Normal
0.4,2.1,singleWings,190,?,?,?,?,?,55,45,43,55,43,72,"blue",?,"Unaware","Klutz",?,MediumFast,Psychic
