@relation 'PokeSet-weka.filters.unsupervised.attribute.Remove-R1-2,4-15-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute Body {head,serpertine,fins,headArms,headBase,bipedalTailed,headLegs,quadruped,singleWings,multiped,multiBody,bipedalTailless,TwoMoreWings,insectoid}
@attribute Color {black,blue,brown,gray,green,pink,purple,red,silver,yellow}
@attribute Habitat {cave,forest,grass,mountain,rare,rough,sea,urban,water}
@attribute Ability1 {Adaptability,Aftermath,'Air Lock',Anticipation,'Bad Dreams','Battle Armor','Big Pecks',Blaze,Chlorophyll,'Clear Body','Color Change','Compound Eyes','Cute Charm',Damp,Defeatist,Defiant,Download,Drizzle,Drought,'Early Bird','Effect Spore','Flame Body','Flash Fire','Flower Gift',Forecast,Forewarn,Frisk,Gluttony,Guts,Healer,'Honey Gather',Hustle,Hydration,'Hyper Cutter','Ice Body',Illuminate,Illusion,Immunity,'Inner Focus',Insomnia,Intimidate,'Iron Barbs','Iron Fist',Justified,'Keen Eye','Leaf Guard',Levitate,Lightningrod,Limber,'Liquid Ooze','Magma Armor','Magnet Pull','Marvel Scale',Minus,'Mold Breaker','Motor Drive',Multitype,Mummy,'Natural Cure',Oblivious,Overcoat,Overgrow,'Own Tempo',Pickup,Plus,'Poison Point',Prankster,Pressure,'Pure Power',Reckless,Rivalry,'Rock Head','Rough Skin','Run Away','Sand Force','Sand Rush','Sand Stream','Sand Veil','Serene Grace','Shadow Tag','Shed Skin','Sheer Force','Shell Armor','Shield Dust',Simple,'Slow Start','Snow Cloak','Snow Warning','Solid Rock',Soundproof,'Speed Boost',Static,Steadfast,Stench,'Sticky Hold',Sturdy,'Suction Cups',Swarm,'Swift Swim',Synchronize,Technician,Telepathy,Teravolt,'Thick Fat',Torrent,Trace,Truant,Turboblaze,Unaware,'Victory Star','Vital Spirit','Volt Absorb','Water Absorb','Water Veil','White Smoke','Wonder Guard','Wonder Skin'}
@attribute Ability2 {Adaptability,Aftermath,'Anger Point',Anticipation,'Arena Trap','Battle Armor','Big Pecks',Chlorophyll,'Cloud Nine','Compound Eyes','Cursed Body',Damp,Download,'Dry Skin','Early Bird',Filter,'Flame Body','Flash Fire',Forewarn,Frisk,Gluttony,Guts,Heatproof,'Huge Power',Hustle,Hydration,'Ice Body',Illuminate,Infiltrator,'Inner Focus',Insomnia,Intimidate,'Iron Fist','Keen Eye',Klutz,'Leaf Guard',Lightningrod,Limber,'Liquid Ooze','Magic Guard','Magnet Pull',Minus,'Mold Breaker','Motor Drive',Moxie,'Natural Cure','No Guard',Normalize,Oblivious,Overcoat,'Own Tempo',Pickup,'Poison Heal','Poison Point','Poison Touch',Pressure,'Quick Feet','Rain Dish',Reckless,Regenerator,Rivalry,'Rock Head','Run Away','Sand Force','Sand Rush','Sand Veil','Sap Sipper',Scrappy,'Serene Grace','Shed Skin','Sheer Force','Shell Armor',Simple,'Skill Link',Sniper,'Snow Cloak','Solar Power','Solid Rock',Stall,Static,Steadfast,'Sticky Hold','Storm Drain',Sturdy,'Super Luck',Swarm,'Swift Swim',Synchronize,'Tangled Feet',Technician,'Thick Fat','Tinted Lens',Trace,Unaware,Unburden,Unnerve,'Water Absorb','Water Veil','Weak Armor'}
@attribute Exp {Erratic,Fast,Fluctuating,MediumFast,MediumSlow,Slow}
@attribute class {Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Rock,Ghost,Psychic,Ice,Dragon,Dark,Steel,Flying}

@data
insectoid,gray,grass,Swarm,Hustle,MediumFast,Bug
insectoid,silver,grass,'Flame Body','Shell Armor',Slow,Bug
head,silver,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,silver,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,pink,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,blue,grass,Levitate,'Shell Armor',MediumFast,Electric
head,blue,grass,Levitate,'Shell Armor',Fast,Steel
head,blue,grass,Levitate,'Shell Armor',MediumSlow,Water
head,red,grass,Levitate,'Shell Armor',MediumSlow,Normal
head,black,grass,Levitate,'Shell Armor',MediumFast,Bug
head,black,grass,Levitate,'Shell Armor',MediumFast,Bug
head,gray,grass,Levitate,'Shell Armor',MediumFast,Psychic
head,blue,grass,Levitate,'Shell Armor',Slow,Rock
head,blue,grass,Levitate,'Shell Armor',Slow,Dragon
head,blue,grass,Levitate,'Shell Armor',MediumFast,Ghost
head,green,grass,Levitate,'Shell Armor',MediumSlow,Grass
head,red,grass,Levitate,'Shell Armor',MediumSlow,Fire
head,brown,grass,Levitate,'Shell Armor',MediumFast,Normal
head,silver,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,blue,grass,Levitate,'Shell Armor',MediumFast,Dark
head,blue,grass,Levitate,'Shell Armor',MediumFast,Ghost
head,brown,grass,Levitate,'Shell Armor',MediumFast,Rock
head,yellow,grass,Levitate,'Shell Armor',MediumFast,Electric
head,brown,grass,Levitate,'Shell Armor',MediumFast,Poison
head,blue,grass,Levitate,'Shell Armor',Slow,Water
head,blue,grass,Levitate,'Shell Armor',MediumFast,Flying
head,silver,grass,Levitate,'Shell Armor',MediumFast,Fighting
head,brown,grass,Levitate,'Shell Armor',MediumSlow,Fire
head,blue,grass,Levitate,'Shell Armor',MediumSlow,Water
head,silver,grass,Levitate,'Shell Armor',MediumFast,Psychic
head,green,grass,Levitate,'Shell Armor',MediumSlow,Grass
head,red,grass,Levitate,'Shell Armor',MediumSlow,Fire
head,blue,grass,Levitate,'Shell Armor',MediumFast,Ghost
head,brown,grass,Levitate,'Shell Armor',MediumFast,Steel
head,brown,grass,Levitate,'Shell Armor',MediumFast,Steel
head,brown,grass,Levitate,'Shell Armor',MediumFast,Rock
head,pink,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,silver,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,green,grass,Levitate,'Shell Armor',MediumFast,Fighting
head,blue,grass,Levitate,'Shell Armor',Slow,Dragon
head,brown,grass,Levitate,'Shell Armor',MediumFast,Grass
head,red,grass,Levitate,'Shell Armor',MediumSlow,Fire
head,brown,grass,Levitate,'Shell Armor',MediumFast,Normal
head,yellow,grass,Levitate,'Shell Armor',MediumFast,Electric
head,pink,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,blue,grass,Levitate,'Shell Armor',MediumFast,Ice
head,silver,grass,Levitate,'Shell Armor',MediumFast,Fairy
head,red,grass,Levitate,'Shell Armor',MediumSlow,Fire
head,black,grass,Levitate,'Shell Armor',MediumFast,Bug
head,silver,grass,Levitate,'Shell Armor',MediumFast,Normal
head,brown,grass,Levitate,'Shell Armor',MediumFast,Rock
head,blue,grass,Levitate,'Shell Armor',Slow,Water
head,blue,grass,Levitate,'Shell Armor',MediumFast,Rock
head,red,grass,Levitate,'Shell Armor',MediumSlow,Fire
head,blue,grass,Levitate,'Shell Armor',MediumSlow,Water
head,brown,grass,Levitate,'Shell Armor',MediumSlow,Fire
head,blue,grass,Levitate,'Shell Armor',MediumFast,Dark
head,blue,grass,Levitate,'Shell Armor',MediumFast,Ghost
head,blue,grass,Levitate,'Shell Armor',MediumFast,Flying
head,green,grass,Levitate,'Shell Armor',MediumSlow,Grass
head,brown,grass,Levitate,'Shell Armor',MediumFast,Grass
head,brown,grass,Levitate,'Shell Armor',MediumFast,Steel
head,brown,grass,Levitate,'Shell Armor',MediumFast,Poison
head,blue,grass,Levitate,'Shell Armor',Slow,Dragon
head,blue,grass,Levitate,'Shell Armor',MediumFast,Ice
head,silver,grass,Levitate,'Shell Armor',MediumFast,Fighting
head,red,grass,Levitate,'Shell Armor',MediumFast,Rock
head,blue,grass,Levitate,'Shell Armor',MediumFast,Rock
head,blue,grass,Levitate,'Shell Armor',Slow,Fairy
head,blue,grass,Levitate,'Shell Armor',Slow,Dragon
head,blue,grass,Levitate,'Shell Armor',Slow,Dark
